name,height_in,gender,birth_year,birth_age,death_year,death_age,years_alive,hair,series
Vigo Boffin,NA,NA,NA,NA,NA,NA,NA,NA,lotr
Druda Burrows Boffin,NA,Female,2860,TA,NA,NA,NA,NA,lotr
Filibert Bolger,NA,Male,2942,TA,22,FO,101,Brown,lotr
Fredegar Bolger,NA,Male,2980,TA,NA,FO,NA,NA,lotr
Jessamine (Boffin) Bolger,NA,Female,2897,TA,NA,TA,NA,NA,lotr
Bofur,NA,Male,2843,TA,NA,NA,NA,Brown,lotr
Odovacar Bolger,NA,Male,2935,TA,10,FO,96,NA,lotr
Rosamunda (Took) Bolger,NA,Female,2938,TA,NA,NA,NA,NA,lotr
Jago Boffin,NA,Male,2894,TA,2986,TA,92,NA,lotr
Buffo Boffin,NA,Male,NA,TA,NA,TA,NA,NA,lotr
Bombur,NA,Male,2834,TA,NA,NA,NA,Ginger,lotr
Borlad,NA,Male,NA,FA,473,FA,NA,NA,lotr
Borlas,NA,Male,3011,TA,NA,NA,NA,NA,lotr
Boromir,NA,Male,2978,TA,3019,NA,NA,Dark,lotr
Boromir (House of Bëor),NA,Male,338,FA,432,FA,94,NA,lotr
Boromir (Steward),NA,Male,2410,TA,2489,TA,79,NA,lotr
Wilibald Bolger,NA,Male,2904,TA,3000,TA,96,NA,lotr
Borondir,NA,Male,NA,TA,2510,NA,NA,NA,lotr
Borthand,NA,Male,NA,FA,473,FA,NA,NA,lotr
Blanco Bracegirdle,NA,Male,2865,TA,NA,NA,NA,NA,lotr
Bruno Bracegirdle,NA,Male,2913,TA,3010,TA,97,NA,lotr
Primrose Bracegirdle,NA,Female,2865,TA,NA,NA,NA,NA,lotr
Brand,NA,Male,2957,TA,3019,NA,NA,NA,lotr
Brandir,NA,NA,NA,FA,499,FA,NA,NA,lotr
Adaldrida (Bolger) Brandybuck,NA,Female,2818,TA,NA,NA,NA,NA,lotr
Amaranth Brandybuck,NA,Female,2904,TA,2998,TA,94,NA,lotr
Borlach,NA,Male,NA,FA,473,FA,NA,NA,lotr
Esmeralda Brandybuck,NA,Female,2936,TA,NA,NA,NA,NA,lotr
Estella (Bolger) Brandybuck,NA,Female,2985,TA,63,FO,99,Blonde,lotr
Hilda Brandybuck,NA,Female,2954,TA,NA,NA,NA,NA,lotr
Madoc Brandybuck,NA,Male,1175,NA,1277,NA,NA,NA,lotr
Melilot Brandybuck,NA,Female,1385,NA,NA,NA,NA,NA,lotr
Mentha Brandybuck,NA,Female,2983,TA,NA,FO,NA,Brown,lotr
Borin,NA,Male,2450,TA,2711,TA,261,NA,lotr
Mirabella (Took) Brandybuck,NA,Female,2860,TA,2960,TA,100,NA,lotr
Primula (Brandybuck) Baggins,NA,Female,2920,TA,2980,TA,60,NA,lotr
Seredic Brandybuck,NA,Male,2948,TA,NA,NA,NA,NA,lotr
Brego,NA,Male,2512,TA,2570,TA,58,NA,lotr
Bregolas,NA,Male,NA,FA,455,FA,NA,NA,lotr
Bregor,NA,Male,NA,FA,NA,FA,NA,NA,lotr
Sapphira (Brockhouse) Boffin,NA,Female,2857,TA,NA,NA,NA,NA,lotr
Bucca of the Marish,NA,Male,1930,TA,2031,TA,101,NA,lotr
Asphodel (Brandybuck) Burrows,NA,Female,2913,TA,3012,TA,99,NA,lotr
Milo Burrows,NA,Male,1347,NA,NA,NA,NA,NA,lotr
Celandine Brandybuck,NA,Female,2994,TA,NA,NA,NA,NA,lotr
Bëor,NA,Male,262,FA,355,FA,93,NA,lotr
Bór,NA,Male,NA,FA,473,FA,NA,NA,lotr
Calimehtar,NA,Male,1736,TA,1936,TA,200,NA,lotr
Minto Burrows,NA,Male,2996,TA,NA,NA,NA,NA,lotr
Boron,NA,Male,NA,FA,NA,FA,NA,NA,lotr
Meriadoc Brandybuck,54,Male,2982,TA,65,FO,104,Golden,lotr
Calmacil,NA,Male,1058,TA,1304,TA,246,NA,lotr
Celeborn,NA,Male,NA,YT,NA,FO,NA,Silver,lotr
Celebrimbor,NA,Male,NA,YT,1697,SA,NA,Dark,lotr
Celebrindor,NA,Male,1062,TA,1272,TA,210,NA,lotr
Celebrían,NA,Female,350,SA,2510,TA,5601,Silver,lotr
Celegorm,NA,Male,NA,NA,506,FA,NA,Fair,lotr
Celepharn,NA,Male,979,TA,1191,TA,212,NA,lotr
Cemendur,NA,Male,3399,SA,238,TA,280,NA,lotr
Cemendur (son of Axantur),NA,Male,575,SA,NA,NA,NA,NA,lotr
Ceorl,NA,Male,NA,TA,NA,NA,NA,NA,lotr
Caliondo,NA,Male,512,SA,900,SA,388,NA,lotr
Cirion,NA,Male,2449,TA,2567,TA,118,NA,lotr
Ciryandil,NA,Male,820,TA,1015,TA,195,NA,lotr
Ciryatur,NA,Male,NA,SA,1700,SA,NA,Black,lotr
Ciryon,NA,Male,3379,SA,2,TA,64,NA,lotr
Bowman Cotton,NA,Male,2886,TA,NA,NA,NA,NA,lotr
Lily Cotton,NA,Female,NA,TA,NA,NA,NA,NA,lotr
Marigold (Gamgee) Cotton,NA,Female,2983,TA,NA,NA,NA,NA,lotr
Rosie Cotton,NA,Female,2984,TA,61,FO,98,Brown,lotr
Tolman Cotton,NA,Male,2941,TA,20,FO,100,NA,lotr
Castamir the Usurper,NA,Male,1259,TA,1447,TA,188,NA,lotr
Curufin,NA,Male,NA,NA,506,FA,NA,Dark,lotr
Círdan,NA,Male,1050,YT,NA,FO,NA,Silver,lotr
Dairuin,NA,Male,NA,FA,460,FA,NA,NA,lotr
Damrod,NA,Male,NA,TA,3019,TA,NA,Dark,lotr
User:Deathshriek,NA,NA,NA,NA,NA,NA,NA,NA,lotr
Denethor (First Age),NA,Male,NA,YT,1497,YT,NA,NA,lotr
Falco Chubb-Baggins,NA,Male,2903,TA,2999,TA,96,NA,lotr
Caranthir,NA,Male,NA,NA,506,FA,NA,Dark,lotr
Denethor II,NA,Male,2930,TA,3019,NA,NA,Grey,lotr
Diamond Took,NA,Female,2995,TA,63,FO,89,Brown,lotr
Dinodas Brandybuck,NA,Male,1316,NA,1410,NA,NA,NA,lotr
Dior (Steward),NA,Male,2328,TA,2435,TA,107,NA,lotr
Dodinas Brandybuck,NA,Male,NA,NA,NA,NA,NA,NA,lotr
Dori,NA,Male,2827,TA,NA,NA,NA,Gray,lotr
Dorlas,NA,Male,NA,FA,499,FA,NA,NA,lotr
Denethor I,NA,Male,2375,TA,2477,TA,102,NA,lotr
Duinhir,NA,Male,NA,TA,NA,FO,NA,Dark,lotr
Durin VII,NA,Male,2,FO,NA,NA,NA,NA,lotr
Dwalin,NA,Male,2772,TA,91,FO,340,Brown,lotr
Dáin I,NA,Male,2440,TA,2589,TA,149,NA,lotr
Dervorin,NA,Male,NA,TA,NA,NA,NA,NA,lotr
Déagol,NA,Male,2400,TA,2463,TA,63,Brown,lotr
Déor,NA,Male,2644,TA,2718,TA,74,NA,lotr
Derufin,NA,Male,NA,TA,3019,NA,NA,NA,lotr
Duilin,NA,Male,NA,TA,3019,TA,NA,NA,lotr
Dáin II Ironfoot,53,Male,2767,TA,3019,NA,NA,NA,lotr
Déorwine,NA,Male,NA,TA,3019,NA,NA,NA,lotr
Dírhael,NA,Male,2838,TA,2929,TA,91,Brown,lotr
Dírhavel,NA,Male,NA,FA,NA,FA,NA,NA,lotr
Dís,NA,Female,2760,TA,2941,TA,181,NA,lotr
Dúnhere,NA,Male,NA,TA,3019,NA,NA,NA,lotr
Ecthelion II,NA,Male,2886,TA,2984,TA,98,NA,lotr
Ecthelion I,NA,Male,2600,TA,2698,TA,98,NA,lotr
Edrahil,NA,Male,NA,NA,465,FA,NA,NA,lotr
Egalmoth,NA,Male,2626,TA,2743,TA,117,NA,lotr
Eglantine (Banks) Took,NA,Female,NA,TA,NA,TA,NA,NA,lotr
Eilinel,NA,Female,NA,FA,455,FA,NA,NA,lotr
Elatan,NA,Male,NA,SA,NA,SA,NA,NA,lotr
Eldacar (King of Arnor),NA,Male,87,TA,339,TA,252,NA,lotr
Eldarion,NA,Male,43,FO,220,FO,177,Dark,lotr
Eldacar (King of Gondor),NA,Male,1255,TA,1490,TA,235,NA,lotr
Elemmírë (elf),NA,NA,NA,NA,NA,NA,NA,NA,lotr
Elendil,94,Male,3119,SA,3441,SA,322,Brown,lotr
Elendur,NA,Male,3299,SA,2,TA,144,NA,lotr
Elendur of Arnor,NA,Male,552,TA,777,TA,225,NA,lotr
Elboron,NA,Male,NA,NA,NA,NA,NA,NA,lotr
Eldalótë,NA,Female,NA,YT,NA,NA,NA,NA,lotr
Elenwë,NA,Female,NA,YT,1500,YT,NA,Golden,lotr
Elfhelm,NA,Male,2985,TA,NA,FO,NA,Dark,lotr
Elfhild,NA,Female,2950,TA,2978,TA,28,NA,lotr
Elfwine,NA,Male,8,FO,103,FO,95,NA,lotr
Elladan and Elrohir,NA,Male,130,TA,NA,NA,NA,Dark,lotr
Emeldir,NA,Female,406,FA,NA,NA,NA,NA,lotr
Elphir,NA,Male,2987,TA,57,FO,91,NA,lotr
Elrond,NA,Male,532,FA,3021,NA,NA,Dark,lotr
Enel,NA,Male,NA,NA,NA,NA,NA,NA,lotr
Enelyë,NA,Female,NA,NA,NA,NA,NA,NA,lotr
Enerdhil,NA,Male,NA,FA,NA,NA,NA,NA,lotr
Erchirion,NA,Male,2990,TA,NA,FO,NA,NA,lotr
Erellont,NA,Male,NA,NA,NA,NA,NA,NA,lotr
Erendis,NA,Female,771,SA,985,SA,214,Dark,lotr
Erestor,NA,Male,NA,NA,NA,NA,NA,NA,lotr
Eorl the Young,NA,Male,2485,TA,2545,TA,60,NA,lotr
Erkenbrand,NA,Male,NA,TA,NA,FO,NA,NA,lotr
Estelmo,NA,Male,NA,SA,NA,TA,NA,NA,lotr
Eradan,NA,Male,1999,TA,2116,TA,117,NA,lotr
Eärendur of Númenor,NA,Male,361,SA,NA,SA,NA,NA,lotr
Eärnil I,NA,Male,736,TA,936,TA,200,NA,lotr
Eärnil II,NA,Male,1883,TA,2043,TA,160,NA,lotr
Eärnur,NA,Male,1928,TA,2050,TA,122,NA,lotr
Eärwen,NA,Female,NA,NA,NA,NA,NA,Star,lotr
Eärendur (Lord of Andúnië),NA,Male,NA,SA,NA,SA,NA,NA,lotr
Eöl,NA,Male,NA,YT,400,FA,NA,Dark,lotr
Eärendil of Gondor,NA,Male,48,TA,324,TA,276,NA,lotr
Eärendur of Arnor,NA,Male,640,TA,861,TA,221,NA,lotr
Faramir (son of Ondoher),NA,Male,NA,TA,1944,TA,NA,NA,lotr
Fastred,NA,Male,2858,TA,2885,TA,27,NA,lotr
Fastred (Pelennor Fields),NA,Male,NA,TA,3019,NA,NA,NA,lotr
Fengel,NA,Male,2870,TA,2953,TA,83,NA,lotr
Ferumbras Took II,NA,Male,2701,TA,2801,TA,100,NA,lotr
Finarfin,NA,Male,1230,YT,NA,NA,NA,Golden,lotr
Findegil,NA,Male,NA,FO,172,FO,NA,NA,lotr
Findis,NA,Female,NA,NA,NA,NA,NA,NA,lotr
Finduilas,NA,Female,NA,FA,495,FA,NA,Golden,lotr
Finduilas of Dol Amroth,NA,Female,2950,TA,2988,TA,38,Dark,lotr
Fingolfin,NA,Male,1190,YT,455,FA,3377.51,Dark,lotr
Farin,NA,Male,2560,TA,2803,TA,243,NA,lotr
Fingon,NA,Male,NA,YT,472,FA,NA,Dark,lotr
Finrod,NA,Male,1300,YT,465,FA,2333.4900000000002,Golden,lotr
Finwë,NA,Male,NA,YT,1495,YT,NA,Black,lotr
Flói,NA,Male,NA,TA,2994,TA,NA,NA,lotr
Faramir,NA,Male,2983,TA,82,NA,NA,Raven,lotr
Folca,NA,Male,2804,TA,2864,TA,60,NA,lotr
Fastolph Bolger,NA,Male,1210,NA,NA,NA,NA,NA,lotr
Folcred,NA,Male,2858,TA,2885,TA,27,NA,lotr
Forlong,NA,Male,NA,TA,3019,TA,NA,NA,lotr
Folcwine,NA,Male,2830,TA,2903,TA,73,NA,lotr
Fortinbras Took I,NA,Male,2745,TA,2848,TA,103,NA,lotr
Forthwini,NA,Male,NA,TA,1944,TA,NA,NA,lotr
Forweg,NA,Male,NA,FA,NA,FA,NA,Fair,lotr
Freca,NA,Male,2698,TA,2754,TA,56,Dark,lotr
Fram,NA,Male,1967,TA,2000,TA,33,NA,lotr
Frerin,NA,Male,2751,TA,2799,TA,48,NA,lotr
Frumgar,NA,Male,1940,TA,2001,TA,61,NA,lotr
Fréawine,NA,Male,2594,TA,2680,TA,86,NA,lotr
Frór,NA,Male,2552,TA,2589,TA,37,NA,lotr
Frár,NA,Male,NA,TA,NA,NA,NA,NA,lotr
Fundin,NA,Male,2662,TA,2799,TA,137,NA,lotr
Fréa,NA,Male,2570,TA,2659,TA,89,NA,lotr
Fréaláf Hildeson,NA,Male,2726,TA,2798,TA,72,NA,lotr
Fëanor,NA,Male,1169,YT,1497,YT,328,Raven,lotr
Fíriel,NA,Female,1896,TA,NA,NA,NA,NA,lotr
Fíli and Kíli,NA,Male,2859,TA,2941,TA,82,Yellow,lotr
Galar,NA,NA,NA,NA,NA,NA,NA,NA,lotr
Galadriel,NA,Female,1362,YT,3021,NA,NA,Golden,lotr
Galdor,NA,Male,417,FA,462,FA,45,NA,lotr
Galion,NA,Male,NA,NA,NA,NA,NA,NA,lotr
Daisy Gamgee I,NA,Female,2972,TA,54,FO,103,NA,lotr
Frodo Gardner,NA,Male,2,FO,NA,FO,NA,NA,lotr
Hamson Gamgee,NA,Male,2965,TA,NA,NA,NA,NA,lotr
May Gamgee,NA,Female,2976,TA,NA,NA,NA,NA,lotr
Samwise Gamgee,48,Male,2980,NA,61,FO,NA,NA,lotr
Gamling,NA,Male,NA,TA,NA,NA,NA,NA,lotr
Elanor Gardner,NA,Female,NA,NA,NA,FO,NA,Blonde,lotr
Gelmir,NA,Male,NA,NA,473,FA,NA,NA,lotr
Hamfast Gamgee,47,Male,2926,TA,7,FO,102,Brown,lotr
Halfred Gamgee,NA,Male,2969,TA,NA,NA,NA,NA,lotr
Galdor of the Havens,75,Male,NA,NA,NA,NA,NA,Golden,lotr
Gil-galad,NA,Male,450,FA,3441,SA,3581,Golden,lotr
Gildis,NA,Female,NA,FA,NA,NA,NA,NA,lotr
Gildor (Edain),NA,Male,NA,FA,460,FA,NA,NA,lotr
Gildor Inglorion,NA,Male,NA,NA,NA,NA,NA,Golden,lotr
Gilfanon,NA,Male,NA,NA,NA,NA,NA,NA,lotr
Ghân-buri-Ghân,NA,Male,NA,TA,NA,NA,NA,Black,lotr
Gethron,NA,Male,NA,FA,NA,NA,NA,NA,lotr
Gilraen,65,Female,2907,TA,3007,TA,100,Blonde,lotr
Gelmir (of Angrod's kin),NA,Male,NA,NA,NA,NA,NA,NA,lotr
Girion,NA,Male,2732,TA,2770,TA,38,NA,lotr
Gimilzagar,NA,Male,2630,SA,NA,NA,NA,NA,lotr
Glorfindel,NA,Male,NA,YT,510,FA,NA,Golden,lotr
Glirhuin,NA,Male,NA,FA,NA,NA,NA,NA,lotr
Gléowine,NA,Male,NA,TA,NA,NA,NA,NA,lotr
Gimilkhâd,NA,Male,3044,SA,3243,SA,199,NA,lotr
Gimli,NA,Male,2879,TA,120,FO,262,Auburn,lotr
Golasgil,NA,Male,NA,TA,NA,NA,NA,NA,lotr
Goldwine,NA,Male,2619,TA,2699,TA,80,NA,lotr
Hanna (Goldworthy) Brandybuck,NA,Female,NA,NA,NA,NA,NA,NA,lotr
Gorbulas Brandybuck,NA,Male,2908,TA,3001,TA,93,NA,lotr
Gorhendad (Oldbuck) Brandybuck,NA,Male,2274,TA,NA,NA,NA,NA,lotr
Gorlim,NA,Male,NA,FA,460,FA,NA,NA,lotr
Glóin (King of Durin's Folk),NA,Male,2136,TA,2385,TA,249,NA,lotr
Glóin,NA,Male,2783,TA,15,FO,253,Red,lotr
Glóredhel,NA,Female,415,FA,473,FA,58,Blonde,lotr
Gormadoc Deepdelver Brandybuck,NA,NA,NA,NA,NA,NA,NA,NA,lotr
Gram,NA,Male,2668,TA,2741,TA,73,NA,lotr
Holman Greenhand,NA,Male,2810,TA,NA,NA,NA,NA,lotr
Rose Greenhand,NA,Female,2862,TA,NA,NA,NA,NA,lotr
Grimbeorn,NA,Male,NA,NA,NA,FO,NA,Dark,lotr
Grimbold,NA,Male,NA,TA,3019,NA,NA,NA,lotr
Grithnir,NA,Male,NA,FA,474,FA,NA,NA,lotr
Gróin,NA,Male,2671,TA,2923,TA,252,NA,lotr
Halfred Greenhand,NA,Male,2851,TA,NA,NA,NA,NA,lotr
Erling Greenhand,NA,Male,2854,TA,NA,NA,NA,NA,lotr
Guilin,NA,Male,NA,NA,NA,NA,NA,NA,lotr
Hending Greenhand,NA,Male,2859,TA,NA,NA,NA,NA,lotr
Grór,NA,Male,2563,TA,2805,TA,242,NA,lotr
Gundor,NA,Male,NA,FA,456,FA,NA,NA,lotr
Guthláf,NA,Male,NA,TA,3019,NA,NA,NA,lotr
Hador,NA,Male,390,FA,455,FA,65,Golden,lotr
Hador (Steward),NA,Male,2245,TA,2395,TA,150,NA,lotr
Halbarad,NA,Male,2916,TA,3019,NA,NA,Black,lotr
Haldir (Haladin),NA,Male,413,FA,473,FA,60,NA,lotr
Gálmód,NA,Male,2940,TA,3015,TA,75,NA,lotr
Gwindor,NA,Male,NA,FA,495,FA,NA,Grey,lotr
Haldir (Lorien),NA,Male,NA,NA,3019,TA,NA,Golden,lotr
Haleth,NA,Female,341,FA,420,FA,79,NA,lotr
Gárulf,NA,Male,NA,TA,3019,NA,NA,NA,lotr
Haleth (Helm's son),NA,Male,NA,TA,2758,TA,NA,NA,lotr
Hallacar,NA,Male,852,SA,1211,SA,359,NA,lotr
Hallas (Steward),NA,Male,2480,TA,2605,TA,125,NA,lotr
Halmir,NA,Male,NA,FA,NA,FA,NA,NA,lotr
Hallatan,NA,Male,711,SA,NA,SA,NA,NA,lotr
Hamfast of Gamwich,NA,Male,2760,TA,NA,NA,NA,NA,lotr
Hareth,NA,Female,419,FA,NA,NA,NA,NA,lotr
Harding,NA,Male,NA,TA,3019,NA,NA,NA,lotr
Hardang,NA,Male,470,FA,501,FA,31,NA,lotr
